Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2008-2012,Subboro,29,5,Greenwich Village/Financial District,0.6*,6.7,3.6,5,0.4,4.6,Larynx
2008-2012,Subboro,30,5,Lower East Side/Chinatown,2*,7.9,4.6,8.8,2,6.8,Larynx
2008-2012,Subboro,31,5,Chelsea/Clinton/Midtown,1.9*,6.3,3.9,6,1.4,4.6,Larynx
2008-2012,Subboro,32,5,Stuyvesant Town/Turtle Bay,1.1*,5.2,2.8,5.2,1.2,4,Larynx
2008-2012,Subboro,33,5,Upper West Side,0.3*,3.3,1.6,4.6,0.6,4,Larynx
2008-2012,Subboro,34,5,Upper East Side,0.9*,4.9,2.7,7.6,1.6,6,Larynx
2008-2012,Subboro,35,5,Morningside Heights/Hamilton Heights,2.6*,6.9*,4.3,5,1.8,3.2,Larynx
2008-2012,Subboro,36,5,Central Harlem,3.6*,9.3,5.8,6.6,2.4,4.2,Larynx
2008-2012,Subboro,37,5,East Harlem,2.1*,9,4.7,5.6,1.4,4.2,Larynx
2008-2012,Subboro,38,5,Washington Heights/Inwood,0.4*,7.1,3,6.6,0.6,6,Larynx
2008-2012,Subboro,39,5,Astoria,1.5*,6.9,3.8,6.6,1.4,5.2,Larynx
2008-2012,Subboro,40,5,Sunnyside/Woodside,0.9*,4.1*,2.3*,3.2,0.6,2.6,Larynx
2008-2012,Subboro,41,5,Jackson Heights,0.2*,3.5*,1.7*,2.8,0.2,2.6,Larynx
2008-2012,Subboro,42,5,Elmhurst/Corona,0*,5.3*,2.4*,3.2,0,3.2,Larynx
2008-2012,Subboro,43,5,Middle Village/Ridgewood,1.2*,7.9,4.2,7.8,1.2,6.6,Larynx
2008-2012,Subboro,44,5,Forest Hills/Rego Park,0.8*,4.5*,2.3,4,0.8,3.2,Larynx
2008-2012,Subboro,45,5,Flushing/Whitestone,1.7*,4,2.7,8.8,3,5.8,Larynx
2008-2012,Subboro,46,5,Hillcrest/Fresh Meadows,1.4*,5.4,3.1,5.6,1.2,4.4,Larynx
2008-2012,Subboro,47,5,Kew Gardens/Woodhaven,0.8*,5.9*,3.1,4.2,0.6,3.6,Larynx
2008-2012,Subboro,48,5,Howard Beach/South Ozone Park,1.3*,5.9*,3.4,4.6,1,3.6,Larynx
2008-2012,Subboro,49,5,Bayside/Little Neck,0.7*,3.4*,1.8*,3.2,0.8,2.4,Larynx
2008-2012,Subboro,50,5,Jamaica,1.5*,6.4,3.4,8,2,6,Larynx
2008-2012,Subboro,51,5,Bellerose/Rosedale,0.5*,6,2.6,5.6,0.6,5,Larynx
2008-2012,Subboro,52,5,Rockaways,1.3*,11.9,5.9,7.6,1,6.6,Larynx
2008-2012,Subboro,53,5,North Shore,2.7*,7.3,4.8,8.6,2.6,6,Larynx
2008-2012,Subboro,54,5,Mid Island,0.6*,9.5,4.5,7.6,0.6,7,Larynx
2008-2012,Subboro,55,5,South Shore,2*,7.3,4.3,8,2,6,Larynx
2008-2012,Borough,1,1,Bronx,1.9,8.6,4.6,60.8,14.8,46,Larynx
2008-2012,Borough,2,1,Brooklyn,1.4,5.8,3.2,81.6,19.4,62.2,Larynx
2008-2012,Borough,3,1,Manhattan,1.3,6.2,3.4,61.2,13.4,47.8,Larynx
2008-2012,Borough,4,1,Queens,1,5.8,3.1,75.6,14.4,61.2,Larynx
2008-2012,Borough,5,1,Staten Island,1.8,8,4.5,24.2,5.2,19,Larynx
2008-2012,Citywide,1,0,New York City,1.4,6.5,3.5,303.4,67.2,236.2,Larynx
2007-2011,Subboro,1,5,Mott Haven/Hunts Point,3.1*,9,5.5,6.8,2.2,4.6,Larynx
2007-2011,Subboro,2,5,Morrisania/East Tremont,2.4*,10.6,5.9,7.6,1.8,5.8,Larynx
2007-2011,Subboro,3,5,Highbridge/South Concourse,3.1*,6.3*,4.2,4.8,2.2,2.6,Larynx
2007-2011,Subboro,4,5,University Heights/Fordham,0.6*,12.7,5.6,5.8,0.4,5.4,Larynx
2007-2011,Subboro,5,5,Kingsbridge Heights/Mosholu,1.6*,10.8,5.4,5.6,1,4.6,Larynx
2007-2011,Subboro,6,5,Riverdale/Kingsbridge,0.3*,9.1,3.9,5.2,0.2,5,Larynx
2007-2011,Subboro,7,5,Soundview/Parkchester,2.8*,6.9,4.4,7.2,2.8,4.4,Larynx
2007-2011,Subboro,8,5,Throgs Neck/Co-op City,1.5*,6.8,3.7,5.6,1.4,4.2,Larynx
2007-2011,Subboro,9,5,Pelham Parkway,2.5*,10,5.7,7.4,2,5.4,Larynx
2007-2011,Subboro,10,5,Williamsbridge/Baychester,0.6*,8.3,3.7,5.2,0.6,4.6,Larynx
2007-2011,Subboro,11,5,Williamsburg/Greenpoint,0.9*,7.2*,3.7,4.4,0.6,3.8,Larynx
2007-2011,Subboro,12,5,Brooklyn Heights/Fort Greene,1.8*,5.4*,3.4*,3.6,1,2.6,Larynx
2007-2011,Subboro,13,5,Bedford Stuyvesant,1.7*,11.8,5.5,5.6,1,4.6,Larynx
2007-2011,Subboro,14,5,Bushwick,2.3*,11.2,5.9,5.2,1.2,4,Larynx
2007-2011,Subboro,15,5,East New York/Starret City,2.6*,7.6,4.7,6.6,2,4.6,Larynx
2007-2011,Subboro,16,5,Park Slope/Carroll Gardens,0.7*,5.8*,2.7*,2.6,0.4,2.2,Larynx
2007-2011,Subboro,17,5,Sunset Park,1.3*,7.1,3.9,5,0.8,4.2,Larynx
2007-2011,Subboro,18,5,N. Crown Heights/Prospect Heights,1.6*,8.1*,4.2,4.6,1,3.6,Larynx
2007-2011,Subboro,19,5,South Crown Heights,1.5*,4.1*,2.6*,2.8,1,1.8,Larynx
2007-2011,Subboro,20,5,Bay Ridge,1.8*,6.9,4.1,5.8,1.4,4.4,Larynx
2007-2011,Subboro,21,5,Bensonhurst,2.2*,3.1*,2.5,5.4,2.4,3,Larynx
2007-2011,Subboro,22,5,Borough Park,0.8*,4.9*,2.8*,3.8,0.8,3,Larynx
2007-2011,Subboro,23,5,Coney Island,1.1*,4.9*,2.7,5,1.2,3.8,Larynx
2007-2011,Subboro,24,5,Flatbush,0.6*,4.8*,2.3*,3.6,0.6,3,Larynx
2007-2011,Subboro,25,5,Sheepshead Bay/Gravesend,0.9*,5.6,2.9,5.8,1,4.8,Larynx
2007-2011,Subboro,26,5,Brownsville/Ocean Hill,2.6*,11.2,6,6.4,1.8,4.6,Larynx
2007-2011,Subboro,27,5,East Flatbush,0.8*,4*,2.1*,3.2,0.8,2.4,Larynx
2007-2011,Subboro,28,5,Flatlands/Canarsie,1.1*,3.6*,2.1,4.4,1.4,3,Larynx
2007-2011,Subboro,29,5,Greenwich Village/Financial District,0.8*,7,3.8,5.2,0.6,4.6,Larynx
2007-2011,Subboro,30,5,Lower East Side/Chinatown,1.9*,6.9,4.1,7.6,1.8,5.8,Larynx
2007-2011,Subboro,31,5,Chelsea/Clinton/Midtown,1.3*,6.3,3.6,5.2,0.8,4.4,Larynx
2007-2011,Subboro,32,5,Stuyvesant Town/Turtle Bay,1.3*,6.4,3.5,6.2,1.4,4.8,Larynx
2007-2011,Subboro,33,5,Upper West Side,0.8*,2.7*,1.6,4.4,1.2,3.2,Larynx
2007-2011,Subboro,34,5,Upper East Side,1*,5.9,3.1,8.6,1.6,7,Larynx
2007-2011,Subboro,35,5,Morningside Heights/Hamilton Heights,2.9*,5.2*,3.8,4.4,2,2.4,Larynx
2007-2011,Subboro,36,5,Central Harlem,3.2*,9.4,5.7,6.6,2.2,4.4,Larynx
2007-2011,Subboro,37,5,East Harlem,1.8*,7.9*,4.1,4.8,1.2,3.6,Larynx
2007-2011,Subboro,38,5,Washington Heights/Inwood,0.7*,7.8,3.5,7.6,1,6.6,Larynx
2007-2011,Subboro,39,5,Astoria,1.7*,7,3.9,6.6,1.6,5,Larynx
2007-2011,Subboro,40,5,Sunnyside/Woodside,0.9*,4.3*,2.4*,3.2,0.6,2.6,Larynx
2007-2011,Subboro,41,5,Jackson Heights,0.7*,4.4*,2.4*,3.6,0.6,3,Larynx
2007-2011,Subboro,42,5,Elmhurst/Corona,0*,5.6*,2.4*,3.2,0,3.2,Larynx
2007-2011,Subboro,43,5,Middle Village/Ridgewood,1.1*,8.2,4.4,7.8,1.2,6.6,Larynx
2007-2011,Subboro,44,5,Forest Hills/Rego Park,0.8*,4.9*,2.4,4.2,0.8,3.4,Larynx
2007-2011,Subboro,45,5,Flushing/Whitestone,1.5*,3.6,2.4,7.6,2.6,5,Larynx
2007-2011,Subboro,46,5,Hillcrest/Fresh Meadows,1.5*,4.6*,2.8,5,1.4,3.6,Larynx
2007-2011,Subboro,47,5,Kew Gardens/Woodhaven,1.4*,4.8*,2.9,4,1,3,Larynx
2007-2011,Subboro,48,5,Howard Beach/South Ozone Park,1.6*,7.1,4,5.4,1.2,4.2,Larynx
2007-2011,Subboro,49,5,Bayside/Little Neck,1*,3.8*,2.1*,3.4,1,2.4,Larynx
2007-2011,Subboro,50,5,Jamaica,1.7*,6.6,3.6,8.2,2.2,6,Larynx
2007-2011,Subboro,51,5,Bellerose/Rosedale,0.3*,6.7,2.8,6,0.4,5.6,Larynx
2007-2011,Subboro,52,5,Rockaways,2.2*,11.8,6.4,8,1.6,6.4,Larynx
2007-2011,Subboro,53,5,North Shore,2.5*,8.4,5.2,9.2,2.4,6.8,Larynx
2007-2011,Subboro,54,5,Mid Island,0.5*,9.8,4.6,7.4,0.4,7,Larynx
2007-2011,Subboro,55,5,South Shore,2.2*,7.3,4.5,8.2,2.2,6,Larynx
2007-2011,UHF42,101,4,Kingsbridge - Riverdale,0.3*,8.7,3.7,4.6,0.2*,4.4,Larynx
2007-2011,UHF42,102,4,Northeast Bronx,1.2,6.8,3.5,7.8,1.8,6,Larynx
2007-2011,UHF42,103,4,Fordham - Bronx Pk,1.5,9.3,4.8,9.4,1.8,7.6,Larynx
2007-2011,UHF42,104,4,Pelham - Throgs Neck,2.3,7.9,4.5,13.8,4,9.8,Larynx
2007-2011,UHF42,105,4,Crotona -Tremont,1.2,12.3,5.8,9.2,1.2,8,Larynx
2007-2011,UHF42,106,4,High Bridge - Morrisania,3.5,9.7,5.9,10,3.6,6.4,Larynx
2007-2011,UHF42,107,4,Hunts Point - Mott Haven,2.8,8.8,5.3,5.8,1.8,4,Larynx
2007-2011,UHF42,201,4,Greenpoint,0.6*,6.6,3.4,4.2,0.4*,3.8,Larynx
2007-2011,UHF42,202,4,Downtown - Heights - Slope,1.4,4.2,2.6,6,1.6,4.4,Larynx
2007-2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.7,7.7,4.1,12.4,3,9.4,Larynx
2007-2011,UHF42,204,4,East New York,2.6,8.5,5.1,8.2,2.2,6,Larynx
2007-2011,UHF42,205,4,Sunset Park,0.4*,5.8,2.9,3.4,0.2*,3.2,Larynx
2007-2011,UHF42,206,4,Borough Park,1.3,4.8,2.8,9.4,2.4,7,Larynx
2007-2011,UHF42,207,4,East Flatbush - Flatbush,0.9,4.2,2.2,6.8,1.8,5,Larynx
2007-2011,UHF42,208,4,Canarsie - Flatlands,1.2,3.9,2.3,5.2,1.6,3.6,Larynx
2007-2011,UHF42,209,4,Bensonhurst - Bay Ridge,1.6,5.1,3.1,8.2,2.4,5.8,Larynx
2007-2011,UHF42,210,4,Coney Island - Sheepshead Bay,0.9,5,2.7,11.2,2.2,9,Larynx
2007-2011,UHF42,211,4,Williamsburg - Bushwick,2,11.3,5.5,8.8,2,6.8,Larynx
2007-2011,UHF42,301,4,Washington Heights,1.2,7.7,3.8,10,1.8,8.2,Larynx
2007-2011,UHF42,302,4,Central Harlem - Morningside Heights,2.8,7.2,4.6,7.2,2.6,4.6,Larynx
2007-2011,UHF42,303,4,East Harlem,2,9.4,4.8,5.2,1.2,4,Larynx
2007-2011,UHF42,304,4,Upper West Side,1.2,3.1,2,5.6,2,3.6,Larynx
2007-2011,UHF42,305,4,Upper East Side,1,6.2,3.3,8.6,1.6,7,Larynx
2007-2011,UHF42,306,4,Chelsea - Clinton,1.1,5.8,3.3,5.2,0.8,4.4,Larynx
2007-2011,UHF42,307,4,Gramercy Park - Murray Hill,1.4,5.4,3.1,5.4,1.4,4,Larynx
2007-2011,UHF42,308,4,Greenwich Village - SoHo,1.2*,6.6,3.8,3.6,0.6*,3,Larynx
2007-2011,UHF42,309,4,Union Square - Lower East Side,1.5,6.5,3.7,8.4,1.8,6.6,Larynx
2007-2011,UHF42,310,4,Lower Manhattan,0*,5.6,2.7,1.2,0*,1.2,Larynx
2007-2011,UHF42,401,4,Long Island City - Astoria,0.9,5.4,2.9,6.6,1.2,5.4,Larynx
2007-2011,UHF42,402,4,West Queens,0.8,4.9,2.6,11.8,2,9.8,Larynx
2007-2011,UHF42,403,4,Flushing - Clearview,1.5,3.6,2.3,7.8,2.6,5.2,Larynx
2007-2011,UHF42,404,4,Bayside - Little Neck,0.9,2.7,1.6,2.2,0.8,1.4,Larynx
2007-2011,UHF42,405,4,Ridgewood - Forest Hills,0.8,6.4,3.2,10.4,1.6,8.8,Larynx
2007-2011,UHF42,406,4,Fresh Meadows,1.6,4.6,2.9,3.4,1,2.4,Larynx
2007-2011,UHF42,407,4,Southwest Queens,1.4,5.6,3.3,9.4,2.2,7.2,Larynx
2007-2011,UHF42,408,4,Jamaica,1.6,5.9,3.3,10.2,2.8,7.4,Larynx
2007-2011,UHF42,409,4,Southeast Queens,0.3*,6.3,2.7,6.2,0.4*,5.8,Larynx
2007-2011,UHF42,410,4,Rockaways,2.2,12.4,6.5,8,1.6,6.4,Larynx
2007-2011,UHF42,501,4,Port Richmond,4.6,9.8,6.9,4.6,1.6,3,Larynx
2007-2011,UHF42,502,4,Stapleton - St. George,0.8*,9.9,4.9,6.6,0.6*,6,Larynx
2007-2011,UHF42,503,4,Willowbrook,0.9*,7.8,4,4.4,0.6*,3.8,Larynx
2007-2011,UHF42,504,4,South Beach - Tottenville,2,7.2,4.3,9.4,2.4,7,Larynx
2007-2011,Borough,1,1,Bronx,2,8.9,4.8,61.2,14.6,46.6,Larynx
2007-2011,Borough,2,1,Brooklyn,1.4,6,3.4,83.8,20.4,63.4,Larynx
2007-2011,Borough,3,1,Manhattan,1.4,6.2,3.5,60.8,13.8,47,Larynx
2007-2011,Borough,4,1,Queens,1.2,5.9,3.2,76.4,16.2,60.2,Larynx
2007-2011,Borough,5,1,Staten Island,1.8,8.5,4.8,24.8,5,19.8,Larynx
2007-2011,Citywide,1,0,New York City,1.5,6.6,3.6,307,70,237,Larynx
2006-2010,Subboro,1,5,Mott Haven/Hunts Point,2.5*,7.3*,4.4,5.4,1.8,3.6,Larynx
2006-2010,Subboro,2,5,Morrisania/East Tremont,3.1*,10.1,6,7.4,2.2,5.2,Larynx
2006-2010,Subboro,3,5,Highbridge/South Concourse,2.5*,5.4*,3.7,4.6,1.8,2.8,Larynx
2006-2010,Subboro,4,5,University Heights/Fordham,0.3*,11.2,4.9,5,0.2,4.8,Larynx
2006-2010,Subboro,5,5,Kingsbridge Heights/Mosholu,1*,12.6,5.8,5.8,0.6,5.2,Larynx
2006-2010,Subboro,6,5,Riverdale/Kingsbridge,0.3*,8.9,3.8,5,0.2,4.8,Larynx
2006-2010,Subboro,7,5,Soundview/Parkchester,2.9*,7.9,4.8,8,2.8,5.2,Larynx
2006-2010,Subboro,8,5,Throgs Neck/Co-op City,1.6*,5.7*,3.3,4.8,1.4,3.4,Larynx
2006-2010,Subboro,9,5,Pelham Parkway,2.5*,11.2,6.3,8,2,6,Larynx
2006-2010,Subboro,10,5,Williamsbridge/Baychester,0.4*,7.9,3.4,4.8,0.4,4.4,Larynx
2006-2010,Subboro,11,5,Williamsburg/Greenpoint,0.9*,5.6*,3*,3.4,0.6,2.8,Larynx
2006-2010,Subboro,12,5,Brooklyn Heights/Fort Greene,2.5*,4.7*,3.5*,3.6,1.4,2.2,Larynx
2006-2010,Subboro,13,5,Bedford Stuyvesant,2*,12.1,5.7,5.6,1.2,4.4,Larynx
2006-2010,Subboro,14,5,Bushwick,2*,10.9*,5.7,4.8,1,3.8,Larynx
2006-2010,Subboro,15,5,East New York/Starret City,2.2*,7.9,4.7,6.4,1.6,4.8,Larynx
2006-2010,Subboro,16,5,Park Slope/Carroll Gardens,1.1*,6.8*,3.4*,3.2,0.6,2.6,Larynx
2006-2010,Subboro,17,5,Sunset Park,1.3*,6.2*,3.6,4.6,0.8,3.8,Larynx
2006-2010,Subboro,18,5,N. Crown Heights/Prospect Heights,1.3*,8.7,4.2,4.8,0.8,4,Larynx
2006-2010,Subboro,19,5,South Crown Heights,1.6*,4*,2.6*,2.8,1,1.8,Larynx
2006-2010,Subboro,20,5,Bay Ridge,1.5*,6.4,3.7,5.2,1.2,4,Larynx
2006-2010,Subboro,21,5,Bensonhurst,2*,4.8,3.2,6.8,2.2,4.6,Larynx
2006-2010,Subboro,22,5,Borough Park,0.8*,5.3*,2.9,4,0.8,3.2,Larynx
2006-2010,Subboro,23,5,Coney Island,0.9*,5.2*,2.7,4.8,1,3.8,Larynx
2006-2010,Subboro,24,5,Flatbush,0.8*,5.5*,2.7,4.2,0.8,3.4,Larynx
2006-2010,Subboro,25,5,Sheepshead Bay/Gravesend,0.7*,5.9,2.9,5.8,0.8,5,Larynx
2006-2010,Subboro,26,5,Brownsville/Ocean Hill,2.1*,12.2,6,6.2,1.4,4.8,Larynx
2006-2010,Subboro,27,5,East Flatbush,0.8*,3.4*,1.8*,2.8,0.8,2,Larynx
2006-2010,Subboro,28,5,Flatlands/Canarsie,0.9*,4.3*,2.3,4.6,1.2,3.4,Larynx
2006-2010,Subboro,29,5,Greenwich Village/Financial District,0.8*,7.2,3.9,5,0.6,4.4,Larynx
2006-2010,Subboro,30,5,Lower East Side/Chinatown,1.7*,7.6,4.3,7.8,1.6,6.2,Larynx
2006-2010,Subboro,31,5,Chelsea/Clinton/Midtown,1.3*,7.5,4,5.6,0.8,4.8,Larynx
2006-2010,Subboro,32,5,Stuyvesant Town/Turtle Bay,1*,6.3,3.3,5.8,1.2,4.6,Larynx
2006-2010,Subboro,33,5,Upper West Side,0.9*,2.7*,1.7,4.6,1.4,3.2,Larynx
2006-2010,Subboro,34,5,Upper East Side,0.9*,6.5,3.3,9,1.4,7.6,Larynx
2006-2010,Subboro,35,5,Morningside Heights/Hamilton Heights,2.6*,5.2*,3.7,4.2,1.8,2.4,Larynx
2006-2010,Subboro,36,5,Central Harlem,2.7*,10.9,6,6.8,1.8,5,Larynx
2006-2010,Subboro,37,5,East Harlem,2*,8.5*,4.5,5.2,1.4,3.8,Larynx
2006-2010,Subboro,38,5,Washington Heights/Inwood,0.7*,8.1,3.6,7.6,1,6.6,Larynx
2006-2010,Subboro,39,5,Astoria,2.4*,7,4.3,7.2,2.2,5,Larynx
2006-2010,Subboro,40,5,Sunnyside/Woodside,0.9*,5.2*,2.7*,3.4,0.6,2.8,Larynx
2006-2010,Subboro,41,5,Jackson Heights,1*,4.7*,2.6,4,0.8,3.2,Larynx
2006-2010,Subboro,42,5,Elmhurst/Corona,0.9*,6.6*,3.3,4,0.6,3.4,Larynx
2006-2010,Subboro,43,5,Middle Village/Ridgewood,1.5*,10,5.2,9.2,1.6,7.6,Larynx
2006-2010,Subboro,44,5,Forest Hills/Rego Park,0.6*,4.2*,2.1*,3.4,0.6,2.8,Larynx
2006-2010,Subboro,45,5,Flushing/Whitestone,1.2*,3.4,2.2,6.8,2.2,4.6,Larynx
2006-2010,Subboro,46,5,Hillcrest/Fresh Meadows,1.7*,4.6*,2.9,5,1.6,3.4,Larynx
2006-2010,Subboro,47,5,Kew Gardens/Woodhaven,1.4*,5.7*,3.3,4.4,1,3.4,Larynx
2006-2010,Subboro,48,5,Howard Beach/South Ozone Park,1.9*,8.4,4.7,6.2,1.4,4.8,Larynx
2006-2010,Subboro,49,5,Bayside/Little Neck,1.2*,4.8*,2.6,4.4,1.2,3.2,Larynx
2006-2010,Subboro,50,5,Jamaica,1.6*,6.8,3.7,8.2,2,6.2,Larynx
2006-2010,Subboro,51,5,Bellerose/Rosedale,0.3*,6.3,2.7,5.8,0.4,5.4,Larynx
2006-2010,Subboro,52,5,Rockaways,2.3*,11.8,6.4,8,1.6,6.4,Larynx
2006-2010,Subboro,53,5,North Shore,2.8*,9,5.6,9.6,2.6,7,Larynx
2006-2010,Subboro,54,5,Mid Island,1.1*,10.7,5.3,8.2,0.8,7.4,Larynx
2006-2010,Subboro,55,5,South Shore,2.2*,6.4,4.1,7.6,2.2,5.4,Larynx
2006-2010,UHF42,101,4,Kingsbridge - Riverdale,0.3*,8.5,3.7,4.4,0.2*,4.2,Larynx
2006-2010,UHF42,102,4,Northeast Bronx,1,7.3,3.5,7.8,1.4,6.4,Larynx
2006-2010,UHF42,103,4,Fordham - Bronx Pk,1.2,10.5,5.1,9.8,1.4,8.4,Larynx
2006-2010,UHF42,104,4,Pelham - Throgs Neck,2.4,8.2,4.7,14.2,4.2,10,Larynx
2006-2010,UHF42,105,4,Crotona -Tremont,1.3,11.7,5.6,8.6,1.2,7.4,Larynx
2006-2010,UHF42,106,4,High Bridge - Morrisania,3.3,8.2,5.3,9.2,3.4,5.8,Larynx
2006-2010,UHF42,107,4,Hunts Point - Mott Haven,2.2,7.6,4.4,4.8,1.4,3.4,Larynx
2006-2010,UHF42,201,4,Greenpoint,0.6*,5.3,2.7,3.2,0.4*,2.8,Larynx
2006-2010,UHF42,202,4,Downtown - Heights - Slope,1.9,4.7,3.1,6.8,2.2,4.6,Larynx
2006-2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.5,8.7,4.3,13,2.6,10.4,Larynx
2006-2010,UHF42,204,4,East New York,2.4,9,5.2,8.2,2,6.2,Larynx
2006-2010,UHF42,205,4,Sunset Park,0.4*,5.8,2.9,3.4,0.2*,3.2,Larynx
2006-2010,UHF42,206,4,Borough Park,1.3,5.4,3.1,10.2,2.4,7.8,Larynx
2006-2010,UHF42,207,4,East Flatbush - Flatbush,0.9,4.1,2.1,6.6,1.8,4.8,Larynx
2006-2010,UHF42,208,4,Canarsie - Flatlands,1.1,4,2.2,5,1.4,3.6,Larynx
2006-2010,UHF42,209,4,Bensonhurst - Bay Ridge,1.3,5.4,3.1,7.8,1.8,6,Larynx
2006-2010,UHF42,210,4,Coney Island - Sheepshead Bay,0.8,5.2,2.7,11.2,2,9.2,Larynx
2006-2010,UHF42,211,4,Williamsburg - Bushwick,2,10.9,5.4,8.4,2,6.4,Larynx
2006-2010,UHF42,301,4,Washington Heights,1,7.2,3.5,9.2,1.6,7.6,Larynx
2006-2010,UHF42,302,4,Central Harlem - Morningside Heights,2.5,8.9,5,7.8,2.2,5.6,Larynx
2006-2010,UHF42,303,4,East Harlem,2.1,9.4,5,5.4,1.4,4,Larynx
2006-2010,UHF42,304,4,Upper West Side,1.4,3,2.1,5.6,2.2,3.4,Larynx
2006-2010,UHF42,305,4,Upper East Side,0.9,7,3.5,9.2,1.4,7.8,Larynx
2006-2010,UHF42,306,4,Chelsea - Clinton,1.1,6.9,3.7,5.6,0.8,4.8,Larynx
2006-2010,UHF42,307,4,Gramercy Park - Murray Hill,1.1,5.3,3,5,1.2,3.8,Larynx
2006-2010,UHF42,308,4,Greenwich Village - SoHo,1.2*,7,4,3.6,0.6*,3,Larynx
2006-2010,UHF42,309,4,Union Square - Lower East Side,1.4,7.6,4.1,9,1.6,7.4,Larynx
2006-2010,UHF42,310,4,Lower Manhattan,0*,5.1,2.4,1,0*,1,Larynx
2006-2010,UHF42,401,4,Long Island City - Astoria,1.3,6.5,3.5,7.8,1.6,6.2,Larynx
2006-2010,UHF42,402,4,West Queens,1.3,5.3,3,12.8,3,9.8,Larynx
2006-2010,UHF42,403,4,Flushing - Clearview,1.3,3.6,2.2,7.6,2.4,5.2,Larynx
2006-2010,UHF42,404,4,Bayside - Little Neck,0.9,3.3,1.8,2.6,0.8,1.8,Larynx
2006-2010,UHF42,405,4,Ridgewood - Forest Hills,1,6.5,3.3,10.6,1.8,8.8,Larynx
2006-2010,UHF42,406,4,Fresh Meadows,1.6,5.2,3.2,3.6,1,2.6,Larynx
2006-2010,UHF42,407,4,Southwest Queens,1.6,6.9,3.9,10.8,2.4,8.4,Larynx
2006-2010,UHF42,408,4,Jamaica,1.5,5.9,3.3,9.8,2.6,7.2,Larynx
2006-2010,UHF42,409,4,Southeast Queens,0.4*,6,2.7,6.2,0.6*,5.6,Larynx
2006-2010,UHF42,410,4,Rockaways,2.3,12.4,6.5,8,1.6,6.4,Larynx
2006-2010,UHF42,501,4,Port Richmond,4.2,9.5,6.5,4.2,1.4,2.8,Larynx
2006-2010,UHF42,502,4,Stapleton - St. George,2,10.5,5.8,7.6,1.4,6.2,Larynx
2006-2010,UHF42,503,4,Willowbrook,0.9*,10.1,5,5.2,0.6*,4.6,Larynx
2006-2010,UHF42,504,4,South Beach - Tottenville,2,6.1,3.9,8.6,2.4,6.2,Larynx
2006-2010,Borough,1,1,Bronx,1.8,8.7,4.7,58.8,13.4,45.4,Larynx
2006-2010,Borough,2,1,Brooklyn,1.4,6.2,3.4,83.6,19.2,64.4,Larynx
2006-2010,Borough,3,1,Manhattan,1.3,6.6,3.6,61.8,13,48.8,Larynx
2006-2010,Borough,4,1,Queens,1.3,6.2,3.4,80,17.8,62.2,Larynx
2006-2010,Borough,5,1,Staten Island,2,8.7,5,25.4,5.6,19.8,Larynx
2006-2010,Citywide,1,0,New York City,1.5,6.8,3.7,309.6,69,240.6,Larynx
2005-2009,Subboro,1,5,Mott Haven/Hunts Point,2.9*,7.9,5,6,2,4,Larynx
2005-2009,Subboro,2,5,Morrisania/East Tremont,2.6*,8.2,4.9,5.8,1.8,4,Larynx
2005-2009,Subboro,3,5,Highbridge/South Concourse,3*,6.8*,4.6,5.4,2,3.4,Larynx
2005-2009,Subboro,4,5,University Heights/Fordham,0.9*,12.3,5.6,5.2,0.4,4.8,Larynx
2005-2009,Subboro,5,5,Kingsbridge Heights/Mosholu,1*,13.7,6.2,6,0.6,5.4,Larynx
2005-2009,Subboro,6,5,Riverdale/Kingsbridge,0.5*,9.8,4.3,5.6,0.4,5.2,Larynx
2005-2009,Subboro,7,5,Soundview/Parkchester,2.3*,7,4.2,6.8,2.2,4.6,Larynx
2005-2009,Subboro,8,5,Throgs Neck/Co-op City,1.6*,7.8,4.2,6,1.4,4.6,Larynx
2005-2009,Subboro,9,5,Pelham Parkway,3*,9,5.6,7.2,2.4,4.8,Larynx
2005-2009,Subboro,10,5,Williamsbridge/Baychester,0.4*,6.9*,3,4.2,0.4,3.8,Larynx
2005-2009,Subboro,11,5,Williamsburg/Greenpoint,1.5*,7.1*,3.9,4.6,1,3.6,Larynx
2005-2009,Subboro,12,5,Brooklyn Heights/Fort Greene,2.1*,6.5*,4,4,1.2,2.8,Larynx
2005-2009,Subboro,13,5,Bedford Stuyvesant,2*,10.1*,5,5,1.2,3.8,Larynx
2005-2009,Subboro,14,5,Bushwick,1.5*,8.2*,4.3*,3.8,0.8,3,Larynx
2005-2009,Subboro,15,5,East New York/Starret City,2.4*,6*,4,5.4,1.8,3.6,Larynx
2005-2009,Subboro,16,5,Park Slope/Carroll Gardens,1.8*,6.7*,3.7*,3.6,1,2.6,Larynx
2005-2009,Subboro,17,5,Sunset Park,1.7*,5.3*,3.4,4.2,1,3.2,Larynx
2005-2009,Subboro,18,5,N. Crown Heights/Prospect Heights,1.8*,10.5,5.3,5.8,1.2,4.6,Larynx
2005-2009,Subboro,19,5,South Crown Heights,0.9*,4.8*,2.4*,2.8,0.6,2.2,Larynx
2005-2009,Subboro,20,5,Bay Ridge,2.6*,7.9,5,7,2,5,Larynx
